PID, Sale_Price
535175050, 146870.233037273
923226270, 94772.8320565649
908226120, 117759.344156912
531375130, 158216.586968465
905401020, 246999.701287934
527356050, 145681.968804134
534478140, 127503.925683173
531375120, 160413.855326911
908201100, 81181.7653304834
535383060, 54854.951746005
534250370, 284617.433271879
528116010, 330692.432211661
921126030, 263996.959735265
531375100, 169751.696889635
535150210, 133105.992969474
535327160, 122564.894231086
528228440, 187981.494971531
528120170, 308622.839665608
527325110, 194702.117028236
528108010, 247642.988328906
909251170, 161656.597584976
528250020, 196322.698227908
527105060, 184721.726933515
534426110, 137172.731315125
534201250, 164457.987920845
907200170, 135117.021756006
908102170, 149713.193057687
535126100, 129499.73482056
533251130, 204784.171528174
532354090, 155344.025749793
905427070, 205065.360411287
528250010, 173735.083778945
905101490, 133978.817873053
527107010, 184769.007405476
534204120, 146992.89326089
528480100, 193446.16109302
535376010, 95467.0370365456
908102260, 148256.444761574
534104100, 204316.516053403
909250220, 132790.778805922
923252075, 134746.610618379
528480040, 252328.08831899
903206160, 150752.204507443
527106050, 170466.730194954
910226060, 143032.974992835
902207080, 126080.959788324
535376100, 98533.4258427959
535450160, 90167.2735610058
908186070, 150675.075363604
528385050, 258000.559465707
903200050, 79564.1385414415
903232030, 86796.027879619
527163100, 184629.863438469
907255020, 241584.758615809
528488120, 191876.41434965
527328050, 163885.521120365
907192090, 210814.328783414
907135170, 145878.554504904
905201090, 162882.32295166
905107240, 184399.865360477
907126030, 156590.819570413
902128150, 160911.161564298
527132090, 222182.723090061
534402060, 143488.472547306
531477040, 141408.630811178
903430060, 123576.829467978
907254050, 201240.975206282
902110080, 127168.943875572
534451130, 93323.8542971672
528363110, 341712.826314102
903430040, 86312.7464979359
902306120, 126681.946605075
528290060, 158348.587434366
907202220, 149286.01030582
907192120, 214717.089754175
924100040, 207456.062438025
527368010, 231798.747607947
1007100110, 123256.005922031
902405100, 146076.698888927
527216050, 440983.102806429
527378140, 169060.246456183
528228430, 196986.9826578
526353030, 262341.193973749
528429110, 262881.677712696
916455120, 246774.694831849
535353130, 112210.441095181
910205130, 137145.918524094
535477090, 118606.47121437
907251100, 250124.870206381
527146135, 294550.821569229
902328100, 133245.618777293
535180120, 128075.845216551
528315090, 320530.478957466
532353030, 144326.23310374
533130160, 296538.306122719
531382070, 242441.776160533
909455060, 146617.713612809
909452114, 212893.854153107
909276200, 151088.763487899
527451540, 105134.037178599
527455080, 147852.716641197
528228550, 178379.123865882
903236130, 173280.185285701
527453070, 132944.580880229
535454030, 85810.4607114084
907131060, 177089.810438987
535425010, 250577.063010314
534176250, 139038.91152187
923203090, 161252.434366275
923400040, 177248.34964505
535452120, 147187.189927807
908128100, 185323.919906129
905402090, 180964.049118348
907290180, 143087.056618792
527210060, 377103.167274915
534200030, 117942.6408998
535377150, 107242.786878546
902206020, 71184.7888734588
532477040, 272087.097024129
535301160, 136241.6347175
908226130, 84884.9916217077
909101180, 119560.450809393
914478020, 138603.178893746
914476010, 166410.697149703
534430050, 118192.432512963
907275140, 292427.247983988
527357020, 159109.801685326
910203290, 111786.843159003
528480180, 260665.885587447
916455150, 289573.846487466
911104060, 66034.5725538871
906380140, 188777.806579396
535101020, 171522.518756769
535125070, 218804.200986342
909101100, 124021.214172578
908128060, 169860.855941502
535477150, 101450.767824354
905477010, 98252.2396885794
907202050, 152592.483625263
535454100, 128846.941776325
535457040, 131983.773004184
528315030, 313263.040993463
533236040, 170875.165222469
907420080, 195190.16982899
535478010, 129749.937024778
906420130, 241663.28979187
534128100, 157422.372320562
528429050, 243486.838389308
528275080, 201590.130160883
903426180, 125412.248407
534430080, 142605.899388767
534400030, 150266.621207047
534475100, 123174.434444611
527108090, 249390.793488143
910202050, 67932.1274717894
535378020, 103026.522563503
528235130, 197722.302941634
907290070, 172276.81036846
909129100, 117043.404187988
906223080, 225146.370652724
906425045, 143462.87462264
905452120, 133789.790463152
906226100, 117404.310752835
527162130, 189169.910585366
528222020, 184503.524529381
908229020, 89399.5049625141
531363050, 139426.597571304
528482090, 294523.456872985
903231060, 38248.5301386128
923227080, 169650.597384762
914476430, 162567.462814982
528178090, 358329.455699073
534178010, 133254.573681452
528431020, 239974.336719772
531384070, 197269.589286641
911370530, 275556.01804551
905401100, 196606.703857486
909175080, 52640.8567551412
528386040, 364463.648248237
533215030, 236554.268804616
527302080, 242489.367890832
526301100, 202625.162211724
906477110, 153118.522524778
528142020, 269337.167972996
903430070, 64488.0126219264
527256120, 454262.794987252
905451330, 160281.925506681
528354060, 255343.013872917
923229110, 178627.23848296
528222090, 181471.111683402
907290040, 201760.561286441
534451050, 109688.90606344
908152270, 151128.525356077
526302030, 155140.81108795
535382150, 88893.1813762308
535180020, 164396.452702656
907401080, 205950.503068852
902302150, 135420.537320504
535325320, 125398.99904317
903233050, 129338.640862574
916403020, 196311.283035342
905107320, 141486.674818755
528186130, 343944.920363006
907181120, 189628.831078378
907275030, 216762.754946041
903456110, 193968.179809515
906380110, 225541.302227409
909425010, 232380.650557716
914453045, 288353.599516634
906394040, 228553.742365848
904100100, 201105.508379712
903233180, 131159.653416075
905200350, 158525.703599744
902205090, 116159.373556458
528235170, 215169.191449526
535151100, 126996.742758235
528292040, 188588.513780177
906203140, 260774.184707397
910205020, 95665.7873748952
533250130, 256144.681636974
903225160, 123313.304441901
907295040, 234946.278228116
528110100, 380566.414620434
532376110, 128367.978844342
528290140, 192910.513001228
535401140, 145214.073249919
905226050, 154923.522875557
534478230, 150752.010032856
535451190, 112725.634683106
905476160, 106704.549981834
907290140, 142493.157632154
909277100, 148099.782673746
904101070, 213139.294800629
534427040, 150522.20586727
528240020, 192246.174253036
916455050, 201470.555615832
903232090, 150081.172044069
903226130, 109546.010169313
528250070, 200223.117833281
528218080, 179323.921879612
528431080, 218223.434715553
528431120, 258605.258209776
528228375, 238882.631259306
906385020, 177863.776153533
908103320, 134597.387215878
527105050, 181927.081338499
534275170, 140739.810235474
907202190, 133262.163785925
534128190, 226196.234178785
923227030, 153748.497325028
905426100, 187143.369905723
906201022, 190994.10265444
905103140, 157412.653865901
909251040, 158293.646147321
916125360, 157529.77247968
921205070, 288885.274850106
906340120, 282181.801564165
905427030, 277310.169611335
907187080, 189013.554852649
528231030, 195401.700093152
911370430, 325627.328530387
923203100, 175845.975532807
528366040, 326478.786709775
902477130, 40601.0024839399
905101310, 123260.529557066
528275070, 227974.770164432
531380080, 229285.947153843
903236010, 122551.445853814
527163130, 179121.468326476
909250030, 107041.458921943
527105070, 190598.355098727
907131120, 193149.149660289
911175440, 74400.9579759597
535402120, 168518.95829109
908250090, 103844.428428918
527107130, 175983.643112802
535476360, 202408.649953249
535452090, 127800.407271829
535456100, 109922.280476495
903401070, 139476.370869099
908154235, 495122.158375736
909275080, 168670.206552061
528458070, 228794.550251427
906380100, 281317.889664313
535404080, 119683.809323103
902102080, 118822.816403558
533254130, 177920.33048786
528439040, 237652.082355652
528290120, 180460.893044242
905202190, 232969.156292674
902329080, 139484.242126313
905226130, 156537.896816496
916382100, 388963.366332202
903430090, 126872.292140377
903230100, 108691.521874963
916386020, 181814.433302332
906223110, 228652.935620345
910226040, 156007.246456105
535125090, 198026.293815824
528108040, 392322.503425204
903481120, 117538.999526478
908152080, 131596.304917125
531375090, 130117.536105173
533350050, 355536.175020096
528456190, 214913.128983139
527402060, 153542.8493226
906402200, 297581.354001056
903454090, 133814.343275725
533352075, 214168.660467188
528172060, 238370.413516011
904100040, 132268.02852253
533130130, 306057.356476038
923230040, 162528.064909252
903235020, 94288.6868020044
902406020, 114887.844279362
903226170, 127995.171140095
907175060, 211355.903700706
528490080, 201048.780527129
923251160, 106811.602224894
527452100, 137404.648665657
906204180, 224098.440786648
527162180, 168833.527381449
528118050, 474510.52151769
905107220, 166331.106048728
527212050, 338172.399010674
906402060, 239210.248634625
902206220, 153853.158509696
528220040, 179426.75420687
535402230, 144740.965896001
905426010, 220109.304643545
905352030, 211675.800593473
906392070, 190276.183098802
909275040, 131644.498969663
909425130, 204996.863825469
909101060, 68997.9323635922
905104240, 132478.988658723
909475040, 333301.076880233
527105130, 279432.247941441
907200230, 119992.579637939
528102110, 461453.443920453
531475220, 145207.183021226
907280040, 218822.383110548
527276150, 116122.110400857
908225180, 100774.330016114
534431050, 208210.176082266
909250060, 199264.248970962
907410050, 201315.603293031
534128020, 202001.569714076
527358140, 210544.818332707
909475230, 279046.963149999
914476330, 194450.076439055
905101450, 141400.071667352
923252100, 127376.074046082
533242080, 190428.007414532
923228370, 91464.4451098545
909100150, 117227.342563572
534425080, 181435.473761922
909428120, 227714.258510685
527108030, 236350.372809977
923205015, 174083.111162374
533208080, 159689.4912195
526354020, 205057.693705521
905101200, 103330.560170497
905200260, 151740.134153853
528228565, 201011.306728072
534176140, 162443.105033345
903231190, 114761.318702295
910203020, 105408.386045619
902400090, 99677.6647800779
528222010, 272120.464326819
528102030, 350417.902641035
909179020, 196135.215520753
903427120, 140135.749915947
907412040, 193008.144217197
535353050, 145384.295373933
904301410, 96253.9502464593
910200040, 116675.863111696
905301050, 255106.004464187
903457130, 110978.107513292
909250230, 169516.245497499
907194110, 193020.975399817
527302110, 214051.067051811
921205030, 339838.280351464
528166120, 405995.865465108
527146030, 246293.45895101
535426350, 151527.386516724
902206130, 124872.710415263
907131190, 196001.529074616
909254140, 113373.574049944
905101100, 96809.8360979118
528376010, 312158.671864753
902329030, 187178.467868264
535304170, 129607.278005537
907420050, 185437.668377155
535380130, 118156.691262796
528429060, 249642.100257788
528240040, 167745.836982784
909428110, 160139.587419578
909275110, 201768.584320579
534276010, 118197.039575954
535425040, 188681.935658047
902300215, 137543.81195176
916460070, 196046.350291341
528429100, 310684.326560981
903206170, 165517.907805848
907187040, 230621.825490075
923227100, 155043.890510333
903453080, 202688.509276313
923225260, 169566.283551738
533212130, 143708.015483263
907180120, 214306.608350537
902306130, 150685.589341137
527254070, 344125.371866495
904351040, 75532.9861074786
528390210, 241256.03128922
909428190, 222417.410243799
528363130, 335096.443806476
904351280, 123905.843659731
907262030, 204777.126165122
923400025, 161278.887109123
907295020, 224277.815975389
914452090, 174200.35769918
535152010, 133274.521931304
909251030, 137458.610178153
908228040, 121895.972412868
528102090, 347457.713525508
905478030, 144146.014307957
535402180, 112554.346398707
923202220, 153104.63206416
535126010, 199693.889944598
528482130, 229655.534352841
909280030, 226322.857007264
906380050, 215018.120581706
909252110, 177889.84406165
906380190, 187431.505075144
534175100, 168360.878849189
532476080, 263496.821673452
903476090, 114337.575303106
535452140, 112664.8157113
527455030, 136794.747890752
531452260, 169466.440194547
531380110, 194050.641530194
527110120, 177908.610468016
535383110, 100112.377416153
908152180, 145797.660923475
908186080, 137590.491903697
902106010, 139290.242007888
527182020, 165739.80984391
535403030, 130031.30719346
923201020, 144624.669836346
902110120, 123246.238065881
533215020, 271829.769782643
906225210, 159688.305050931
533208090, 176293.872480765
534400050, 161956.226818144
534276290, 106165.30351612
528445020, 212780.303339167
534403410, 164845.835969931
533238045, 278638.828144364
908276230, 114716.152090901
908203100, 96475.0159893961
531451280, 201161.068991295
907180050, 189916.27533353
534403050, 146781.820742188
907410080, 207446.425179831
527106010, 216083.774745957
904302260, 102292.460824036
528290190, 160739.63593601
911370500, 298829.452792039
528292060, 225894.684490735
535457020, 155507.535880592
907227060, 151231.959244253
923275010, 161963.630679585
528477020, 254454.738935324
923204150, 134720.409941253
528106120, 254170.710880616
532479050, 136330.187998604
905200100, 136729.351457617
528176010, 437534.759949161
906394050, 182773.701594497
914478045, 152527.954207979
902125080, 102873.042932538
528102100, 279155.898917513
527212030, 468606.293938085
914452060, 155948.616682315
902330040, 176850.525041798
531453140, 147412.543108887
907227030, 138634.271375341
534250335, 166466.75235997
534430090, 130821.765201594
527108040, 224982.40988291
909254070, 169890.981214089
531363080, 143909.411107998
903201080, 172728.330438728
916382110, 335393.410779214
534429030, 98972.8353420725
903475100, 122384.517958654
534426040, 151097.500388425
902328040, 131679.375576602
528174080, 212814.683575725
902400110, 337692.62318881
923226150, 159379.992021361
909277090, 153958.317796532
907250050, 276099.936330514
527254020, 331656.391769588
909276010, 192639.347912144
535455060, 116621.240829881
903226060, 159899.912242517
535325460, 190433.936992076
533252020, 171211.301685809
902103170, 94825.6470567996
905105040, 113300.027272086
908128110, 179659.0946309
907202080, 136765.857902295
534127230, 171860.123533821
905102060, 137504.260280032
528482010, 254416.721943766
534430110, 137545.095414158
533352150, 160466.754869483
916386140, 221149.400284252
908188140, 144510.502179634
531451030, 189012.299272491
905200490, 129308.792949698
535302200, 120089.715630095
907414080, 179640.911698575
533241010, 194141.047444465
909256060, 132764.971078491
527250040, 130074.495648032
527165010, 190613.466159582
902300020, 169982.291686363
528222080, 179734.72560897
907196020, 219984.233684585
531371050, 182712.682952307
534276160, 125670.312706715
535150280, 132072.112988908
528315070, 275872.232874431
907412090, 196927.661924348
909254050, 199495.310291799
923229100, 205546.20236128
528250030, 205536.492743726
527353080, 176408.749260628
908152110, 153297.149005882
528429090, 327123.499482092
533210060, 164349.693088975
527225035, 202202.076229428
